"Assessed","Assessor","question1","question2","dimension","answer"
"Carlanne Gelbard","Stacey-Anne Greenig","3. This person delivers results that align with the project or team's needs."," ","Current Performance","1"
"Carlanne Gelbard","Stacey-Anne Greenig","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Carlanne Gelbard","Stacey-Anne Greenig","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","6"
"Carlanne Gelbard","Stacey-Anne Greenig","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Carlanne Gelbard","Stacey-Anne Greenig","5. On my next project I would like to work with this person again."," ","Current Performance","7"
"Carlanne Gelbard","Stacey-Anne Greenig","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Carlanne Gelbard","Laureen Jagtiani"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Carlanne Gelbard","Laureen Jagtiani"," ","Up to 3 things the person should improve","",""
"Carlanne Gelbard","Laureen Jagtiani"," ","Up to 3 things the person should keep doing","","I really like how you set up meetings"
"Carlanne Gelbard","Laureen Jagtiani"," ","Spaceholder",""," "
"Carlanne Gelbard","Laureen Jagtiani"," ","Spaceholder","",""
"Carlanne Gelbard","Laureen Jagtiani"," ","Spaceholder",""," "
"Carlanne Gelbard","Laureen Jagtiani"," ","Your relationship to the person being assessed","","Peer"
"Carlanne Gelbard","Laureen Jagtiani","1. This person proactively works on solutions."," ","Current Performance","4"
"Carlanne Gelbard","Laureen Jagtiani","1. This person proactively works on solutions."," ","Desired Performance",""
"Carlanne Gelbard","Laureen Jagtiani","2. This person makes the team more effective."," ","Current Performance","5"
"Carlanne Gelbard","Laureen Jagtiani","2. This person makes the team more effective."," ","Desired Performance",""
"Carlanne Gelbard","Laureen Jagtiani","3. This person delivers results that align with the project or team's needs."," ","Current Performance","7"
"Carlanne Gelbard","Laureen Jagtiani","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Carlanne Gelbard","Laureen Jagtiani","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","1"
"Carlanne Gelbard","Laureen Jagtiani","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Carlanne Gelbard","Laureen Jagtiani","5. On my next project I would like to work with this person again."," ","Current Performance","5"
"Carlanne Gelbard","Laureen Jagtiani","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Carlanne Gelbard","Marjiwra Clowe"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Carlanne Gelbard","Marjiwra Clowe"," ","Up to 3 things the person should improve","","Nothing to improve, great work"
"Carlanne Gelbard","Marjiwra Clowe"," ","Up to 3 things the person should keep doing","",""
"Carlanne Gelbard","Marjiwra Clowe"," ","Spaceholder",""," "
"Carlanne Gelbard","Marjiwra Clowe"," ","Spaceholder","",""
"Carlanne Gelbard","Marjiwra Clowe"," ","Spaceholder",""," "
"Carlanne Gelbard","Marjiwra Clowe"," ","Your relationship to the person being assessed","","Peer"
"Carlanne Gelbard","Marjiwra Clowe","1. This person proactively works on solutions."," ","Current Performance","1"
"Carlanne Gelbard","Marjiwra Clowe","1. This person proactively works on solutions."," ","Desired Performance",""
"Carlanne Gelbard","Marjiwra Clowe","2. This person makes the team more effective."," ","Current Performance","7"
"Carlanne Gelbard","Marjiwra Clowe","2. This person makes the team more effective."," ","Desired Performance",""
"Carlanne Gelbard","Marjiwra Clowe","3. This person delivers results that align with the project or team's needs."," ","Current Performance","3"
"Carlanne Gelbard","Marjiwra Clowe","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Carlanne Gelbard","Marjiwra Clowe","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","7"
"Carlanne Gelbard","Marjiwra Clowe","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Carlanne Gelbard","Marjiwra Clowe","5. On my next project I would like to work with this person again."," ","Current Performance","2"
"Carlanne Gelbard","Marjiwra Clowe","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Carlanne Gelbard","Nadelena Ala"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Carlanne Gelbard","Nadelena Ala"," ","Up to 3 things the person should improve","",""
"Carlanne Gelbard","Nadelena Ala"," ","Up to 3 things the person should keep doing","","Keep on working the way you do!"
"Carlanne Gelbard","Nadelena Ala"," ","Spaceholder","",""
"Carlanne Gelbard","Nadelena Ala"," ","Spaceholder",""," "
"Carlanne Gelbard","Nadelena Ala"," ","Spaceholder","",""
"Carlanne Gelbard","Nadelena Ala"," ","Your relationship to the person being assessed","","Peer"
"Carlanne Gelbard","Nadelena Ala","1. This person proactively works on solutions."," ","Current Performance","3"
"Carlanne Gelbard","Nadelena Ala","1. This person proactively works on solutions."," ","Desired Performance",""
"Carlanne Gelbard","Nadelena Ala","2. This person makes the team more effective."," ","Current Performance","1"
"Carlanne Gelbard","Nadelena Ala","2. This person makes the team more effective."," ","Desired Performance",""
"Carlanne Gelbard","Nadelena Ala","3. This person delivers results that align with the project or team's needs."," ","Current Performance","1"
"Carlanne Gelbard","Nadelena Ala","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Carlanne Gelbard","Nadelena Ala","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","1"
"Carlanne Gelbard","Nadelena Ala","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Carlanne Gelbard","Nadelena Ala","5. On my next project I would like to work with this person again."," ","Current Performance","5"
"Carlanne Gelbard","Nadelena Ala","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Carlanne Gelbard","Peta Karmazin"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Carlanne Gelbard","Peta Karmazin"," ","Up to 3 things the person should improve","","More data analysis skills!"
"Carlanne Gelbard","Peta Karmazin"," ","Up to 3 things the person should keep doing","","Keep on working the way you do!"
"Carlanne Gelbard","Peta Karmazin"," ","Spaceholder","",""
"Carlanne Gelbard","Peta Karmazin"," ","Spaceholder","",""
"Carlanne Gelbard","Peta Karmazin"," ","Spaceholder","",""
"Carlanne Gelbard","Peta Karmazin"," ","Your relationship to the person being assessed","","Peer"
"Carlanne Gelbard","Peta Karmazin","1. This person proactively works on solutions."," ","Current Performance","3"
"Carlanne Gelbard","Peta Karmazin","1. This person proactively works on solutions."," ","Desired Performance",""
"Carlanne Gelbard","Peta Karmazin","2. This person makes the team more effective."," ","Current Performance","2"
"Carlanne Gelbard","Peta Karmazin","2. This person makes the team more effective."," ","Desired Performance",""
"Carlanne Gelbard","Peta Karmazin","3. This person delivers results that align with the project or team's needs."," ","Current Performance","2"
"Carlanne Gelbard","Peta Karmazin","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Carlanne Gelbard","Peta Karmazin","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","5"
"Carlanne Gelbard","Peta Karmazin","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Carlanne Gelbard","Peta Karmazin","5. On my next project I would like to work with this person again."," ","Current Performance","5"
"Carlanne Gelbard","Peta Karmazin","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Carlanne Gelbard","Metin Buntyn"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Carlanne Gelbard","Metin Buntyn"," ","Up to 3 things the person should improve","",""
"Carlanne Gelbard","Metin Buntyn"," ","Up to 3 things the person should keep doing","",""
"Carlanne Gelbard","Metin Buntyn"," ","Spaceholder","",""
"Carlanne Gelbard","Metin Buntyn"," ","Spaceholder",""," "
"Carlanne Gelbard","Metin Buntyn"," ","Spaceholder",""," "
"Carlanne Gelbard","Metin Buntyn"," ","Your relationship to the person being assessed","","Peer"
"Carlanne Gelbard","Metin Buntyn","1. This person proactively works on solutions."," ","Current Performance","4"
"Carlanne Gelbard","Metin Buntyn","1. This person proactively works on solutions."," ","Desired Performance",""
"Carlanne Gelbard","Metin Buntyn","2. This person makes the team more effective."," ","Current Performance","4"
"Carlanne Gelbard","Metin Buntyn","2. This person makes the team more effective."," ","Desired Performance",""
"Carlanne Gelbard","Metin Buntyn","3. This person delivers results that align with the project or team's needs."," ","Current Performance","5"
"Carlanne Gelbard","Metin Buntyn","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Carlanne Gelbard","Metin Buntyn","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","4"
"Carlanne Gelbard","Metin Buntyn","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Carlanne Gelbard","Metin Buntyn","5. On my next project I would like to work with this person again."," ","Current Performance","6"
"Carlanne Gelbard","Metin Buntyn","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Carlanne Gelbard","Graym Renollet"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
